"clave","autores","año","título","publicación o repositorio","DOI en forma https://doi.org/10.xxxx/... o URL resoluble si no hay DOI","tipo","notas de calidad","fecha de consulta"
"S289","Yuan y Zhang","2025","Testing the Mother’s Curse Hypothesis in Human Mitochondrial Genome Evolution","Genome Biology and Evolution","https://doi.org/10.1093/gbe/evaf207","investigación primaria","Aproximadamente 0,5 millones de participantes de UK Biobank; no apoya carga mutacional masculina global.","2026-08-08"
"S290","Ku y Martin","2016","A natural barrier to lateral gene transfer from prokaryotes to eukaryotes revealed from genomes: the 70% rule","BMC Biology 14:89","https://doi.org/10.1186/s12915-016-0315-9","investigación primaria","2.585 árboles génicos y control de contaminación/identidad elevada.","2026-08-08"
"S291","Van Etten y Bhattacharya","2020","Horizontal Gene Transfer in Eukaryotes: Not If, but How Much?","Trends in Genetics 36:915–925","https://pubmed.ncbi.nlm.nih.gov/32861570/","revisión","Defiende HGT eucariota real y enfatiza controles de contaminación y filogenia.","2026-08-08"
"S292","Doolittle","1998","You are what you eat: a gene transfer ratchet could account for bacterial genes in eukaryotic nuclear genomes","Trends in Genetics 14:307–311","https://doi.org/10.1016/S0168-9525(98)01494-2","revisión","Propone el trinquete de transferencia ligado a fagotrofia.","2026-08-08"
"S293","Huang","2013","Horizontal gene transfer in eukaryotes: the weak-link model","BioEssays 35:868–875","https://doi.org/10.1002/bies.201300007","revisión","Propone etapas celulares vulnerables como vía de HGT.","2026-08-08"
"S294","Stairs et al.","2014","A SUF Fe-S Cluster Biogenesis System in the Mitochondrion-Related Organelles of the Anaerobic Protist Pygsuia","Current Biology","https://pubmed.ncbi.nlm.nih.gov/25455039/","investigación primaria","Sistema SUF adquirido lateralmente en un breviado anaerobio.","2026-08-08"
"S295","Boothby et al.","2015","Evidence for extensive horizontal gene transfer from the draft genome of a tardigrade","PNAS 112:15976–15981","https://doi.org/10.1073/pnas.1510461112","investigación primaria","Reclamo de HGT extensa posteriormente cuestionado.","2026-08-08"
"S296","Koutsovoulos et al.","2016","No evidence for extensive horizontal gene transfer in the genome of the tardigrade Hypsibius dujardini","PNAS 113:5053–5058","https://doi.org/10.1073/pnas.1600338113","investigación primaria","Reensamblaje y controles que atribuyeron gran parte de la señal a contaminación.","2026-08-08"
"S297","Goldberg et al.","2017","Evolutionary conservation and in vitro reconstitution of microsporidian iron-sulfur cluster biosynthesis","Nature Communications 8:13932","https://doi.org/10.1038/ncomms13932","investigación primaria","Reconstitución bioquímica del sistema ISC microsporidiano.","2026-08-08"
"S298","Allen et al.","2009","Mutational Meltdown in Primary Endosymbionts: Selection Limits Muller’s Ratchet","PLOS ONE 4:e4969","https://doi.org/10.1371/journal.pone.0004969","investigación primaria","Compara tasas y discute desaceleración del trinquete por selección.","2026-08-08"
"S299","Naito et al.","2016","Defying Muller’s Ratchet: Ancient Heritable Endobacteria Escape Extinction through Retention of Recombination and Genome Plasticity","mBio 7","https://pmc.ncbi.nlm.nih.gov/articles/PMC4916391/","investigación primaria","Caso de bacterias hereditarias antiguas que conservan recombinación.","2026-08-08"
"S300","Christie y Beekman","2015","Uniparental inheritance promotes adaptive evolution in cytoplasmic genomes","PLOS Genetics 11:e1005112","https://pubmed.ncbi.nlm.nih.gov/25880558/","investigación primaria","Modelos de herencia uniparental, heteroplasmia y conflicto citoplasmático.","2026-08-08"
"S301","Imanian et al.","2012","Tertiary Endosymbiosis in Two Dinotoms Has Generated Little Change in the Mitochondrial Genomes of Their Dinoflagellate Hosts and Diatom Endosymbionts","PLOS ONE 7:e43763","https://doi.org/10.1371/journal.pone.0043763","investigación primaria","Secuencia los genomas mitocondriales de hospedador y endosimbionte en dos dinotomos.","2026-08-08"
"S302","Burki et al.","2014","Endosymbiotic Gene Transfer in Tertiary Plastid-Containing Dinoflagellates","Eukaryotic Cell 13:246–255","https://doi.org/10.1128/EC.00299-13","investigación primaria","Transcriptomas de dinotomos y kareniáceos; compara la magnitud de EGT tras endosimbiosis terciaria.","2026-08-08"
"S303","Gabrielsen et al.","2011","Genome Evolution of a Tertiary Dinoflagellate Plastid","PLOS ONE 6:e19132","https://doi.org/10.1371/journal.pone.0019132","investigación primaria","Genoma del plasto terciario derivado de haptófita en Karlodinium veneficum.","2026-08-08"
"S304","Southworth et al.","2019","A genomic survey of transposable elements in the choanoflagellate Salpingoeca rosetta reveals selection on codon usage","Mobile DNA 10:44","https://doi.org/10.1186/s13100-019-0189-9","investigación primaria","Inventario de familias de elementos transponibles en Salpingoeca rosetta.","2026-08-08"
"S305","Carr et al.","2008","Three families of LTR retrotransposons are present in the genome of the choanoflagellate Monosiga brevicollis","Protist 159:579–590","https://doi.org/10.1016/j.protis.2008.05.001","investigación primaria","Identifica tres familias LTR activas y ausencia aparente de otros tipos en el ensamblaje examinado.","2026-08-08"
"S306","Capt et al.","2020","Unorthodox features in two venerid bivalves with doubly uniparental inheritance of mitochondria","Scientific Reports 10:1087","https://doi.org/10.1038/s41598-020-57975-y","investigación primaria","Documenta genomas mitocondriales maternos y paternos en bivalvos con herencia doble uniparental.","2026-08-08"
"S307","Schavemaker, P. E. y Lynch, M.","2025","Bioenergetics and the Evolution of Cellular Traits","Annual Review of Biophysics 54:81–99","https://doi.org/10.1146/annurev-biophys-070524-090334","revisión","Síntesis cuantitativa abierta; tabla de costes y marco coste-beneficio. Muchas cifras son estimaciones compiladas, no mediciones directas del tallo eucariota.","2026-08-08"
"S308","Lane, N. y Martin, W. F.","2010","The energetics of genome complexity","Nature 467:929–934","https://doi.org/10.1038/nature09486","revisión","Artículo de hipótesis cuantitativa; sus cálculos dependen de una bacteria ampliada hipotética y del denominador energía total por gen.","2026-08-08"
"S309","Lynch, M. y Marinov, G. K.","2015","The bioenergetic costs of a gene","Proceedings of the National Academy of Sciences 112:15690–15695","https://doi.org/10.1073/pnas.1514974112","investigación primaria","Compilación y modelado comparativo de costes de replicación, transcripción y traducción por ciclo celular.","2026-08-08"
"S310","Lane, N. y Martin, W. F.","2016","Mitochondria, complexity, and evolutionary deficit spending","Proceedings of the National Academy of Sciences 113:e666","https://doi.org/10.1073/pnas.1522213113","otro","Carta de réplica; defiende que el problema relevante es la expansión evolutiva del repertorio expresado, no el coste marginal de un gen en células actuales.","2026-08-08"
"S311","Lynch, M. y Marinov, G. K.","2016","Reply to Lane and Martin: Mitochondria do not boost the bioenergetic capacity of eukaryotic cells","Proceedings of the National Academy of Sciences 113:e667–e668","https://doi.org/10.1073/pnas.1523394113","otro","Carta de contrarréplica; distingue energía total por gen de coste bioenergético incremental de un gen.","2026-08-08"
"S312","Lynch, M. y Marinov, G. K.","2017","Membranes, energetics, and evolution across the prokaryote-eukaryote divide","eLife 6:e20437","https://doi.org/10.7554/eLife.20437","investigación primaria","Modelado de áreas y costes de membrana a partir de datos morfométricos; incluye cuatro eucariotas de tamaños distintos.","2026-08-08"
"S313","Lynch, M. y Marinov, G. K.","2018","Correction: Membranes, energetics, and evolution across the prokaryote-eukaryote divide","eLife 7:e35006","https://doi.org/10.7554/eLife.35006","otro","Corrección formal de datos y ecuaciones del artículo de 2017; debe leerse junto con S06.","2026-08-08"
"S314","Gerlitz, M., et al.","2018","Elusive data underlying debate at the prokaryote-eukaryote divide","Biology Direct 13:21","https://doi.org/10.1186/s13062-018-0221-x","revisión","Auditoría de procedencia de datos usados en la controversia; identifica valores no recuperables en las fuentes citadas.","2026-08-08"
"S315","Lynch, M. y Marinov, G. K.","2018","Response to Martin and colleagues: Mitochondria do not boost the bioenergetic capacity of eukaryotic cells","Biology Direct 13:26","https://doi.org/10.1186/s13062-018-0228-3","otro","Respuesta a S08 y defensa de las conclusiones de S03 y S06.","2026-08-08"
"S316","Schavemaker, P. E. y Muñoz-Gómez, S. A.","2022","The role of mitochondrial energetics in the origin and diversification of eukaryotes","Nature Ecology & Evolution 6:1307–1317","https://doi.org/10.1038/s41559-022-01833-9","revisión","Reanálisis cuantitativo de demanda energética, membranas bioenergéticas y volumen celular; no postula un salto universal por gen.","2026-08-08"
"S317","Chiyomaru, K. y Takemoto, K.","2020","Revisiting the hypothesis of an energetic barrier to genome complexity between eukaryotes and prokaryotes","Royal Society Open Science 7:191859","https://doi.org/10.1098/rsos.191859","investigación primaria","Reevaluación comparativa de energía, tamaño celular y complejidad genómica.","2026-08-08"
"S318","Koonin, E. V.","2015","Energetics and population genetics at the root of eukaryotic cellular and genomic complexity","Proceedings of the National Academy of Sciences 112:E3831–E3837","https://doi.org/10.1073/pnas.1520869112","revisión","Integra restricciones energéticas y población genética; no es una medición directa.","2026-08-08"
"S319","Lynch, M. y Conery, J. S.","2003","The origins of genome complexity","Science 302:1401–1404","https://doi.org/10.1126/science.1089370","investigación primaria","Estimaciones históricas de Ne a partir de diversidad silenciosa y tasas de mutación; varios supuestos y muestreo limitado.","2026-08-08"
"S320","Lynch, M.","2007","The frailty of adaptive hypotheses for the origins of organismal complexity","Proceedings of the National Academy of Sciences 104:8597–8604","https://doi.org/10.1073/pnas.0702207104","revisión","Formula el marco no adaptativo y la barrera de deriva para rasgos genómicos.","2026-08-08"
"S321","Sung, W., et al.","2012","Drift-barrier hypothesis and mutation-rate evolution","Proceedings of the National Academy of Sciences 109:18488–18492","https://doi.org/10.1073/pnas.1216223109","investigación primaria","Prueba comparativa de la hipótesis de barrera de deriva para tasas de mutación.","2026-08-08"
"S322","Lewin, L. y Eyre-Walker, A.","2026","A Comparative Analysis of Long-Term Effective Population Sizes Across Eukaryotes","Molecular Ecology 35:e70265","https://doi.org/10.1111/mec.70265","investigación primaria","Estimaciones de Ne para 120 eucariotas mediante diversidad nucleotídica y tasas de mutación directas; estudio posterior al corte histórico de varias hipótesis clásicas.","2026-08-08"
"S323","Marino, A., et al.","2025","Effective population size does not explain long-term variation in genome size and transposable element content in animals","eLife 13:RP100574","https://doi.org/10.7554/eLife.100574.3","investigación primaria","Análisis de 807 animales; resultado negativo para una relación global entre proxies de Ne, tamaño genómico y contenido de transposones.","2026-08-08"
"S324","Schavemaker, P. E. y Lynch, M.","2022","Flagellar energy costs across the tree of life","eLife 11:e77266","https://doi.org/10.7554/eLife.77266","investigación primaria","Modelado estructural y energético comparado de flagelos bacterianos, arqueanos y eucariotas.","2026-08-08"
"S325","Chen, D. T. N., et al.","2015","ATP Consumption of Eukaryotic Flagella Measured at a Single-Cell Level","Biophysical Journal 109:2562–2573","https://doi.org/10.1016/j.bpj.2015.11.003","investigación primaria","Medición de consumo de ATP en flagelos de espermatozoides de erizo de mar; comparando distinto del corredor.","2026-08-08"
"S326","Korn, E. D., Carlier, M.-F. y Pantaloni, D.","1987","Actin polymerization and ATP hydrolysis","Science 238:638–644","https://doi.org/10.1126/science.3672117","revisión","Síntesis mecanística de hidrólisis de ATP durante la polimerización de actina; no cuantifica el coste celular total.","2026-08-08"
"S327","Desai, A. y Mitchison, T. J.","1997","Microtubule polymerization dynamics","Annual Review of Cell and Developmental Biology 13:83–117","https://doi.org/10.1146/annurev.cellbio.13.1.83","revisión","Mecanismo de GTP y dinámica de microtúbulos; no cuantifica el coste celular total.","2026-08-08"
"S328","Kuiper, J. W. P., et al.","2008","Creatine kinase-mediated ATP supply fuels actin-based events in phagocytosis","PLOS Biology 6:e51","https://doi.org/10.1371/journal.pbio.0060051","investigación primaria","Intervención sobre CK-B en fagocitosis; demuestra requisito local de ATP sin dar coste ATP por presa.","2026-08-08"
"S329","Borregaard, N. y Herlin, T.","1982","Energy metabolism of human neutrophils during phagocytosis","Journal of Clinical Investigation 70:550–557","https://doi.org/10.1172/JCI110647","investigación primaria","Mide contenido de ATP y flujos metabólicos durante fagocitosis; el cambio de contenido no equivale al coste integrado del evento.","2026-08-08"
"S330","Pedrosa, A. G., et al.","2019","A Mechanistic Perspective on PEX1 and PEX6, Two AAA+ ATPases from the Peroxisomal Protein Import Machinery","International Journal of Molecular Sciences 20:5246","https://doi.org/10.3390/ijms20215246","revisión","Revisión mecanística de ATPasas de importación peroxisomal.","2026-08-08"
"S331","Gardner, B. M., et al.","2018","The peroxisomal AAA-ATPase Pex1/Pex6 unfolds substrates by processive threading","Nature Communications 9:135","https://doi.org/10.1038/s41467-017-02474-4","investigación primaria","Bioquímica y estructura de Pex1/Pex6; ATP dependiente, sin presupuesto del orgánulo completo.","2026-08-08"
"S332","Rüttermann, S., et al.","2023","Structure of the peroxisomal Pex1/Pex6 ATPase complex bound to a substrate-processing cofactor","Nature Communications 14:6048","https://doi.org/10.1038/s41467-023-41640-9","investigación primaria","Estructura de la maquinaria ATPasa peroxisomal; localiza dependencia de ATP.","2026-08-08"
"S333","Boettcher, B. y Barral, Y.","2013","The cell biology of open and closed mitosis","Nucleus 4:160–165","https://doi.org/10.4161/nucl.24676","revisión","Clasificación de mitosis abierta, cerrada e intermedias; no presenta coste energético total.","2026-08-08"
"S334","Shah, P., et al.","2024","Life-cycle-coupled evolution of mitosis in close relatives of animals","Nature 630:116–122","https://doi.org/10.1038/s41586-024-07430-z","investigación primaria","Microscopía comparada y filogenia de Ichthyosporea y Corallochytrium; relaciona modo mitótico y ciclo vital.","2026-08-08"
"S335","Dacks, J. B. y Field, M. C.","2007","Evolution of the eukaryotic membrane-trafficking system: origin, tempo and mode","Journal of Cell Science 120:2977–2985","https://doi.org/10.1242/jcs.013250","revisión","Reconstrucción comparada de tráfico de membranas; no aporta presupuesto energético total.","2026-08-08"
"S336","Gallant, N. D., et al.","2005","Micro- and macroscopic relationships between integrin-ligand binding and cell adhesion strengthening","Molecular Biology of the Cell 16:4329–4340","https://doi.org/10.1091/mbc.e05-02-0170","investigación primaria","Mide fuerzas y fortalecimiento de adhesión; la fuerza mecánica no es coste metabólico.","2026-08-08"
"S337","Sprang, S. R.","2016","Activation of G proteins by GTP and the mechanism of Gα-catalyzed GTP hydrolysis","Biopolymers 105:449–462","https://doi.org/10.1002/bip.22836","revisión","Mecanismo de ciclo GTPasa; no cuantifica coste de una red completa.","2026-08-08"
"S338","Govern, C. C. y ten Wolde, P. R.","2014","Optimal resource allocation in cellular sensing systems","Proceedings of the National Academy of Sciences 111:17486–17491","https://doi.org/10.1073/pnas.1411524111","investigación primaria","Modelo de precisión de detección bajo restricciones de tiempo, proteínas y energía.","2026-08-08"
"S339","Rodenfels, J., Neugebauer, K. M. y Howard, J.","2019","Heat Oscillations Driven by the Embryonic Cell Cycle Reveal the Energetic Costs of Signaling","Developmental Cell 48:646–658.e6","https://doi.org/10.1016/j.devcel.2018.12.024","investigación primaria","Calorimetría en embriones de pez cebra; sistema multicelular y no coste aislado de señalización protista.","2026-08-08"
"S340","Wagner, A.","2005","Energy constraints on the evolution of gene expression","Molecular Biology and Evolution 22:1365–1374","https://doi.org/10.1093/molbev/msi126","investigación primaria","Estima costes de duplicación y cambios de expresión en Saccharomyces cerevisiae.","2026-08-08"
"S341","Nascimento, J. F., et al.","2023","How much (ATP) does it cost to build a trypanosome? A theoretical study on the quantity of ATP needed to maintain and duplicate a bloodstream-form Trypanosoma brucei cell","PLOS Pathogens 19:e1011522","https://doi.org/10.1371/journal.ppat.1011522","investigación primaria","Modelo de presupuesto de un protista parásito actual; no representa LECA ni un holozoo ancestral.","2026-08-08"
"S342","Schavemaker, P. E. y Lynch, M.","2024","Quantifying the evolutionary paths to endomembranes","bioRxiv","https://doi.org/10.1101/2024.04.15.589612","preprint","Modelo no revisado por pares al corte; se usa solo como propuesta explícitamente etiquetada.","2026-08-08"
"S343","Ilker, E. y Hinczewski, M.","2019","Modeling the growth of organisms validates a general relation between metabolic costs and natural selection","Physical Review Letters 122:238101","https://doi.org/10.1103/PhysRevLett.122.238101","investigación primaria","Modelo físico que vincula coste metabólico y coeficiente de selección bajo supuestos de crecimiento.","2026-08-08"
"S344","Muñoz-Gómez, S. A.","2024","The energetic costs of cellular complexity in evolution","Trends in Microbiology 32:746–755","https://doi.org/10.1016/j.tim.2024.01.003","revisión","Revisión contemporánea de denominadores y costes; síntesis secundaria.","2026-08-08"
"S345","Mahmoudabadi, G., Phillips, R., Lynch, M. y Milo, R.","2019","Defining the energetic costs of cellular structures","bioRxiv","https://doi.org/10.1101/666040","preprint","Marco de contabilidad de costes de construcción; no revisado por pares.","2026-08-08"
"S346","Malik, S.-B.; Pightling, A. W.; Stefaniak, L. M.; Schurko, A. M.; Logsdon, J. M. Jr.","2008","An Expanded Inventory of Conserved Meiotic Genes Provides Evidence for Sex in Trichomonas vaginalis","PLOS ONE 3:e2879","https://doi.org/10.1371/journal.pone.0002879","investigación primaria","Inventario de 29 componentes; existe una corrección editorial publicada el 5 de septiembre de 2008.","2026-08-08"
"S347","Schurko, A. M.; Logsdon, J. M. Jr.","2008","Using a meiosis detection toolkit to investigate ancient asexual “scandals” and the evolution of sex","BioEssays 30:579–589","https://doi.org/10.1002/bies.20764","revisión","Revisión metodológica sobre la inferencia de sexo a partir de genes y señales poblacionales.","2026-08-08"
"S348","Carr, M.; Leadbeater, B. S. C.; Baldauf, S. L.","2010","Conserved Meiotic Genes Point to Sex in the Choanoflagellates","Journal of Eukaryotic Microbiology 57:56–62","https://doi.org/10.1111/j.1550-7408.2009.00450.x","investigación primaria","Inventario comparativo en coanoflagelados; no observó directamente meiosis.","2026-08-08"
"S349","Levin, T. C.; King, N.","2013","Evidence for Sex and Recombination in the Choanoflagellate Salpingoeca rosetta","Current Biology 23:2176–2180","https://doi.org/10.1016/j.cub.2013.08.061","investigación primaria","Observación de transiciones de ploidía, apareamiento anisógamo e indicios genómicos de recombinación.","2026-08-08"
"S350","Umen, J.; Goodenough, U.; Heitman, J.","2017","Eukaryotic Sexual Reproduction Evoked “with a Little Help from My Friends”","Cell 170:1059–1061","https://doi.org/10.1016/j.cell.2017.08.038","otro","Comentario sobre la inducción bacteriana de apareamiento en Salpingoeca; no aporta datos experimentales independientes.","2026-08-08"
"S351","Ireland, E. V.; Woznica, A.; King, N.","2020","Synergistic Cues from Diverse Bacteria Enhance Multicellular Development in a Choanoflagellate","Applied and Environmental Microbiology 86:e02920-19","https://doi.org/10.1128/AEM.02920-19","investigación primaria","Cuantifica tiempos y concentraciones de señales bacterianas; la señal EroS se usa como comparando temporal del apareamiento.","2026-08-08"
"S352","Suga, H. et al.","2013","The Capsaspora genome reveals a complex unicellular prehistory of animals","Nature Communications 4:2325","https://doi.org/10.1038/ncomms3325","investigación primaria","Genoma de Capsaspora; repertorio meiótico inferido, sin ciclo sexual observado en el trabajo.","2026-08-08"
"S353","Hofstatter, P. G.; Brown, M. W.; Lahr, D. J. G.","2018","Comparative Genomics Supports Sex and Meiosis in Diverse Amoebozoa","Genome Biology and Evolution 10:3118–3128","https://doi.org/10.1093/gbe/evy241","investigación primaria","Inventario genómico y transcriptómico de Amoebozoa; evidencia de capacidad, no observación universal.","2026-08-08"
"S354","Tekle, Y. I.; Wood, F. C.; Katz, L. A.; Cerón-Romero, M. A.; Gorfu, L. A.","2017","Amoebozoans Are Secretly but Ancestrally Sexual: Evidence for Sex Genes and Potential Novel Crossover Pathways in Diverse Groups of Amoebae","Genome Biology and Evolution 9:375–387","https://doi.org/10.1093/gbe/evx002","investigación primaria","Inventario de genes y vías de recombinación en Amoebozoa.","2026-08-08"
"S355","Maciver, S. K.; Koutsogiannis, Z.; de Obeso Fernández del Valle, A.","2019","“Meiotic genes” are constitutively expressed in an asexual amoeba and are not necessarily involved in sexual reproduction","Biology Letters 15:20180871","https://doi.org/10.1098/rsbl.2018.0871","investigación primaria","Contraejemplo funcional: homólogos llamados meióticos pueden expresarse fuera de meiosis.","2026-08-08"
"S356","Hofstatter, P. G.; Lahr, D. J. G.","2019","All Eukaryotes Are Sexual, unless Proven Otherwise: Many So-Called Asexuals Present Meiotic Machinery and Might Be Able to Have Sex","BioEssays 41:e1800246","https://doi.org/10.1002/bies.201800246","revisión","Posición explícita y discutida; no equivale a observación de sexo en cada especie.","2026-08-08"
"S357","Goodenough, U.; Heitman, J.","2014","Origins of Eukaryotic Sexual Reproduction","Cold Spring Harbor Perspectives in Biology 6:a016154","https://doi.org/10.1101/cshperspect.a016154","revisión","Síntesis de ciclos, fusión celular, meiosis, mating types y origen evolutivo.","2026-08-08"
"S358","Loidl, J.","2016","Conservation and Variability of Meiosis Across the Eukaryotes","Annual Review of Genetics 50:293–316","https://doi.org/10.1146/annurev-genet-120215-035100","revisión","Revisión comparativa de meiosis convencional y derivada en eucariotas.","2026-08-08"
"S359","Wilkins, A. S.; Holliday, R.","2009","The Evolution of Meiosis From Mitosis","Genetics 181:3–12","https://doi.org/10.1534/genetics.108.099762","revisión","Modelo histórico de derivación de meiosis a partir de mitosis y sus cuatro innovaciones.","2026-08-08"
"S360","Wijnker, E.; Haag, C. R.","2016","The evolution of meiotic sex and its alternatives","Proceedings of the Royal Society B 283:20161221","https://doi.org/10.1098/rspb.2016.1221","revisión","Compara meiosis canónica y alternativas parasexuales.","2026-08-08"
"S361","Otto, S. P.; Lenormand, T.","2002","Resolving the paradox of sex and recombination","Nature Reviews Genetics 3:252–261","https://doi.org/10.1038/nrg761","revisión","Síntesis de hipótesis de mantenimiento de sexo y recombinación.","2026-08-08"
"S362","Lehtonen, J.; Jennions, M. D.; Kokko, H.","2012","The many costs of sex","Trends in Ecology & Evolution 27:172–178","https://doi.org/10.1016/j.tree.2011.09.016","revisión","Distingue múltiples costes y condiciones del coste doble.","2026-08-08"
"S363","Maynard Smith, J.","1971","What use is sex?","Journal of Theoretical Biology 30:319–335","https://doi.org/10.1016/0022-5193(71)90058-0","investigación primaria","Modelo clásico sobre ventajas y costes de reproducción sexual.","2026-08-08"
"S364","Bulmer, M. G.; Parker, G. A.","2002","The evolution of anisogamy: a game-theoretic approach","Proceedings of the Royal Society B 269:2381–2388","https://doi.org/10.1098/rspb.2002.2161","investigación primaria","Modelo de selección disruptiva y compromiso tamaño–número de gametos.","2026-08-08"
"S365","Bloomfield, G. et al.","2010","Sex determination in the social amoeba Dictyostelium discoideum","Science 330:1533–1536","https://doi.org/10.1126/science.1197423","investigación primaria","Caracteriza un locus con tres formas que especifican tres tipos de apareamiento.","2026-08-08"
"S366","Erdos, G. W.; Raper, K. B.; Vogen, L. K.","1973","Mating Types and Macrocyst Formation in Dictyostelium discoideum","Proceedings of the National Academy of Sciences 70:1828–1830","https://doi.org/10.1073/pnas.70.6.1828","investigación primaria","Observación experimental de compatibilidad y formación de macrocistos.","2026-08-08"
"S367","Flowers, J. M. et al.","2010","Variation, Sex, and Social Cooperation: Molecular Population Genetics of the Social Amoeba Dictyostelium discoideum","PLOS Genetics 6:e1001013","https://doi.org/10.1371/journal.pgen.1001013","investigación primaria","Resecuenciación de 137 fragmentos; inferencia poblacional de recombinación frecuente.","2026-08-08"
"S368","Poxleitner, M. K. et al.","2008","Evidence for Karyogamy and Exchange of Genetic Material in the Binucleate Intestinal Parasite Giardia intestinalis","Science 319:1530–1533","https://doi.org/10.1126/science.1153752","investigación primaria","Observa intercambio nuclear durante enquistamiento; no demuestra meiosis canónica.","2026-08-08"
"S369","Carpenter, M. L.; Assaf, Z. J.; Gourguechon, S.; Cande, W. Z.","2012","Nuclear inheritance and genetic exchange without meiosis in the binucleate parasite Giardia intestinalis","Journal of Cell Science 125:2523–2532","https://doi.org/10.1242/jcs.103879","investigación primaria","Caracteriza diplomixis y segregación nuclear sin meiosis canónica.","2026-08-08"
"S370","Marshall, W. L.; Berbee, M. L.","2010","Population-Level Analyses Indirectly Reveal Cryptic Sex and Life History Traits of Pseudoperkinsus tapetis (Ichthyosporea, Opisthokonta): a Unicellular Relative of the Animals","Molecular Biology and Evolution 27:2014–2026","https://doi.org/10.1093/molbev/msq078","investigación primaria","Inferencia de sexo críptico por genética de poblaciones; no observación citológica.","2026-08-08"
"S371","Colnaghi, M.; Lane, N.; Pomiankowski, A.","2020","Genome expansion in early eukaryotes drove the transition from lateral gene transfer to meiotic sex","eLife 9:e58873","https://doi.org/10.7554/eLife.58873","investigación primaria","Modelo teórico que vincula expansión genómica con límites de transferencia lateral y sexo meiótico.","2026-08-08"
"S372","Gao, S. et al.","2025","Meiosis-associated expression patterns during starvation-induced cell fusion in the protist Fisculla terrestris","BMC Biology 23:140","https://doi.org/10.1186/s12915-025-02246-3","investigación primaria","Observa fusión inducida por inanición y expresión asociada a meiosis; comparando externo.","2026-08-08"
"S373","Fu, C.; Coelho, M. A.; David-Palma, M.; Priest, S. J.; Heitman, J.","2019","Genetic and genomic evolution of sexual reproduction: echoes from LECA to the fungal kingdom","Current Opinion in Genetics & Development 58–59:70–75","https://doi.org/10.1016/j.gde.2019.07.008","revisión","Síntesis sobre conservación, pérdida y diversificación de maquinaria sexual.","2026-08-08"
"S374","Cooper, M. A.; Adam, R. D.; Worobey, M.; Sterling, C. R.","2007","Population genetics provides evidence for recombination in Giardia","Current Biology 17:1984–1988","https://doi.org/10.1016/j.cub.2007.10.020","investigación primaria","Inferencia poblacional de recombinación; no identifica mecanismo citológico.","2026-08-08"
"S375","Sun, S.; Coelho, M. A.; David-Palma, M.; Priest, S. J.; Heitman, J.","2019","The Evolution of Sexual Reproduction and the Mating-Type Locus: Links to Pathogenesis of Cryptococcus Human Pathogenic Fungi","Annual Review of Genetics 53:417–444","https://doi.org/10.1146/annurev-genet-120116-024755","revisión","Síntesis sobre mating types y su distinción respecto de sexos; se usa como comparando conceptual, no para reconstruir el corredor.","2026-08-08"
"S376","Li, R.; Dharamshi, J. E.; Kwok, K.; Ruiz-Trillo, I.; Gerdt, J. P.","2026","A unicellular relative links aggregative multicellularity to animal origins","Nature","https://doi.org/10.1038/s41586-026-10748-5","investigación primaria","Estudio de Ministeria vibrans publicado el 9 de junio de 2026; observa fusión celular y expresión compatible con apareamiento durante agregación, pero declara que la evidencia de meiosis y apareamiento no es concluyente.","2026-08-08"
"S377","Adl et al.","2005","The New Higher Level Classification of Eukaryotes with Emphasis on the Taxonomy of Protists","Journal of Eukaryotic Microbiology","https://doi.org/10.1111/j.1550-7408.2005.00053.x","revisión","Clasificación de alto nivel que evita rangos formales uniformes para los grandes clados.","2026-08-07"
"S378","International Commission on Zoological Nomenclature","1999, edición en línea vigente","International Code of Zoological Nomenclature, Fourth Edition","ICZN","https://www.iczn.org/the-code/the-code-online/","capítulo o libro","Código oficial; regula nomenclatura zoológica y no decide hipótesis taxonómicas o filogenéticas.","2026-08-07"
"S379","Editorial Committee of the Madrid Code","2025","International Code of Nomenclature for algae, fungi, and plants (Madrid Code), 18th edition","International Association for Plant Taxonomy / University of Chicago Press","https://www.iaptglobal.org/_functions/code/madrid","capítulo o libro","Código oficial vigente desde el 21 de julio de 2025; sustituye al Shenzhen Code.","2026-08-07"
"S380","Oren et al.","2026","International Code of Nomenclature of Prokaryotes. Prokaryotic Code (2025 Revision)","International Journal of Systematic and Evolutionary Microbiology","https://doi.org/10.1099/ijsem.0.006979","capítulo o libro","Revisión oficial de 2025 publicada en 2026; regula nombres procarióticos bajo sus reglas.","2026-08-07"
"S381","Cantino y de Queiroz","2020","International Code of Phylogenetic Nomenclature (PhyloCode), version 6","CRC Press / International Society for Phylogenetic Nomenclature","https://doi.org/10.1201/9780429446320","capítulo o libro","Código para nombres de clados definidos filogenéticamente; opera de forma concurrente con códigos de rangos.","2026-08-07"
"S382","Cantino, de Queiroz y Cellinese","2023","A Brief Guide to Establishing Phylogenetically Defined Names under the International Code of Phylogenetic Nomenclature (PhyloCode)","Bulletin of Phylogenetic Nomenclature","https://doi.org/10.11646/bpn.1.2.1","revisión","Guía secundaria con lista de requisitos de publicación, protólogo, definición filogenética y registro en RegNum.","2026-08-07"
"S383","de Queiroz, Cantino y Gauthier, eds.","2020","Phylonyms: A Companion to the PhyloCode","CRC Press","https://doi.org/10.1201/9780429446276","capítulo o libro","Volumen inicial de definiciones filogenéticas; no es un catálogo exhaustivo de todos los nombres de clados.","2026-08-07"
